ce cc z cost lambda mu edge_d cloud_d target_d percentile cost_ratio
3 0 0 4.0 0.0444444444 0.0444444444 2.28 22.8 100.0 0.99999 1.0
4 0 0 6.0 0.0888888888 0.0444444444 2.28 22.8 100.0 0.99999 1.0
5 0 0 8.0 0.1333333332 0.0444444444 2.28 22.8 100.0 0.99999 1.0
6 0 0 10.0 0.1777777776 0.0444444444 2.28 22.8 100.0 0.99999 1.0
7 0 0 12.0 0.222222222 0.0444444444 2.28 22.8 100.0 0.99999 1.0
8 0 0 14.0 0.2666666664 0.0444444444 2.28 22.8 100.0 0.99999 1.0
9 0 0 16.0 0.3111111108 0.0444444444 2.28 22.8 100.0 0.99999 1.0
10 0 0 18.0 0.3555555552 0.0444444444 2.28 22.8 100.0 0.99999 1.0
11 0 0 20.0 0.3999999996 0.0444444444 2.28 22.8 100.0 0.99999 1.0
12 0 0 22.0 0.444444444 0.0444444444 2.28 22.8 100.0 0.99999 1.0
13 0 0 24.0 0.4888888884 0.0444444444 2.28 22.8 100.0 0.99999 1.0
14 0 0 26.0 0.5333333328 0.0444444444 2.28 22.8 100.0 0.99999 1.0
15 0 0 28.0 0.5777777772 0.0444444444 2.28 22.8 100.0 0.99999 1.0
16 0 0 30.0 0.6222222216 0.0444444444 2.28 22.8 100.0 0.99999 1.0
17 0 0 32.0 0.666666666 0.0444444444 2.28 22.8 100.0 0.99999 1.0
18 0 0 34.0 0.7111111104 0.0444444444 2.28 22.8 100.0 0.99999 1.0
19 0 0 36.0 0.7555555548 0.0444444444 2.28 22.8 100.0 0.99999 1.0
20 0 0 38.0 0.7999999992 0.0444444444 2.28 22.8 100.0 0.99999 1.0
20 3 0.03999999999999925 41.99999999999999 0.8444444436 0.0444444444 2.28 22.8 100.0 0.99999 1.0
20 4 0.08999999999999925 44.0 0.888888888 0.0444444444 2.28 22.8 100.0 0.99999 1.0
20 5 0.12999999999999923 46.00000000000001 0.9333333324 0.0444444444 2.28 22.8 100.0 0.99999 1.0
20 6 0.16999999999999926 48.0 0.9777777768 0.0444444444 2.28 22.8 100.0 0.99999 1.0
20 7 0.2099999999999993 50.0 1.0222222212 0.0444444444 2.28 22.8 100.0 0.99999 1.0
20 8 0.23999999999999932 52.0 1.0666666656 0.0444444444 2.28 22.8 100.0 0.99999 1.0
20 9 0.26999999999999935 54.0 1.11111111 0.0444444444 2.28 22.8 100.0 0.99999 1.0
20 10 0.2999999999999994 56.0 1.1555555544 0.0444444444 2.28 22.8 100.0 0.99999 1.0
20 12 0.3299999999999994 59.0 1.1999999988 0.0444444444 2.28 22.8 100.0 0.99999 1.0
20 13 0.3499999999999994 61.0 1.2444444432 0.0444444444 2.28 22.8 100.0 0.99999 1.0
20 14 0.36999999999999944 63.0 1.2888888876 0.0444444444 2.28 22.8 100.0 0.99999 1.0
20 15 0.39999999999999947 65.0 1.333333332 0.0444444444 2.28 22.8 100.0 0.99999 1.0
