l_,ce,cc,z,pe,pc,dpe,dpc,avge,avgc,tot_avg
0.2666666664,0,5,1.0,1,0.999999999999998,0,77.1999999999999,0,33.95692072216917,33.95692072216917
0.222222222,0,5,1.0,1,0.999999999999998,0,77.1999999999999,0,33.95692072216917,33.95692072216917
0.222222222,0,5,1.0,1,0.999999999999998,0,77.1999999999999,0,33.95692072216917,33.95692072216917
0.1333333332,0,4,1.0,1,1.0,0,77.1999999999999,0,33.956921185182274,33.956921185182274
0.222222222,0,5,1.0,1,0.999999999999998,0,77.1999999999999,0,33.95692072216917,33.95692072216917
0.1333333332,0,4,1.0,1,1.0,0,77.1999999999999,0,33.956921185182274,33.956921185182274
0.2666666664,0,5,1.0,1,0.999999999999998,0,77.1999999999999,0,33.95692072216917,33.95692072216917
0.1777777776,0,4,1.0,1,1.0,0,77.1999999999999,0,33.956921185182274,33.956921185182274
0.1333333332,0,4,1.0,1,1.0,0,77.1999999999999,0,33.956921185182274,33.956921185182274
0.1777777776,0,4,1.0,1,1.0,0,77.1999999999999,0,33.956921185182274,33.956921185182274
0.1333333332,0,4,1.0,1,1.0,0,77.1999999999999,0,33.956921185182274,33.956921185182274
0.1333333332,0,4,1.0,1,1.0,0,77.1999999999999,0,33.956921185182274,33.956921185182274
0.0888888888,0,3,1.0,1,1.0,0,77.1999999999999,0,33.956945794702506,33.956945794702506
0.0888888888,0,3,1.0,1,1.0,0,77.1999999999999,0,33.956945794702506,33.956945794702506
0.0888888888,0,3,1.0,1,1.0,0,77.1999999999999,0,33.956945794702506,33.956945794702506
0.1333333332,0,4,1.0,1,1.0,0,77.1999999999999,0,33.956921185182274,33.956921185182274
0.1333333332,0,4,1.0,1,1.0,0,77.1999999999999,0,33.956921185182274,33.956921185182274
0.0888888888,0,3,1.0,1,1.0,0,77.1999999999999,0,33.956945794702506,33.956945794702506
0.0888888888,0,3,1.0,1,1.0,0,77.1999999999999,0,33.956945794702506,33.956945794702506
0.0888888888,0,3,1.0,1,1.0,0,77.1999999999999,0,33.956945794702506,33.956945794702506
0.0888888888,0,3,1.0,1,1.0,0,77.1999999999999,0,33.956945794702506,33.956945794702506
0.0888888888,0,3,1.0,1,1.0,0,77.1999999999999,0,33.956945794702506,33.956945794702506
0.0888888888,0,3,1.0,1,1.0,0,77.1999999999999,0,33.956945794702506,33.956945794702506
0.0444444444,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,33.958416153595635,33.958416153595635
0.0888888888,0,3,1.0,1,1.0,0,77.1999999999999,0,33.956945794702506,33.956945794702506
0.0888888888,0,3,1.0,1,1.0,0,77.1999999999999,0,33.956945794702506,33.956945794702506
0.0444444444,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,33.958416153595635,33.958416153595635
0.0888888888,0,3,1.0,1,1.0,0,77.1999999999999,0,33.956945794702506,33.956945794702506
0.0888888888,0,3,1.0,1,1.0,0,77.1999999999999,0,33.956945794702506,33.956945794702506
0.0888888888,0,3,1.0,1,1.0,0,77.1999999999999,0,33.956945794702506,33.956945794702506
0.0888888888,0,3,1.0,1,1.0,0,77.1999999999999,0,33.956945794702506,33.956945794702506
0.0888888888,0,3,1.0,1,1.0,0,77.1999999999999,0,33.956945794702506,33.956945794702506
0.0888888888,0,3,1.0,1,1.0,0,77.1999999999999,0,33.956945794702506,33.956945794702506
0.0888888888,0,3,1.0,1,1.0,0,77.1999999999999,0,33.956945794702506,33.956945794702506
0.0888888888,0,3,1.0,1,1.0,0,77.1999999999999,0,33.956945794702506,33.956945794702506
0.1333333332,0,4,1.0,1,1.0,0,77.1999999999999,0,33.956921185182274,33.956921185182274
0.0444444444,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,33.958416153595635,33.958416153595635
0.0888888888,0,3,1.0,1,1.0,0,77.1999999999999,0,33.956945794702506,33.956945794702506
0.0444444444,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,33.958416153595635,33.958416153595635
0.0888888888,0,3,1.0,1,1.0,0,77.1999999999999,0,33.956945794702506,33.956945794702506
0.0888888888,0,3,1.0,1,1.0,0,77.1999999999999,0,33.956945794702506,33.956945794702506
0.1333333332,0,4,1.0,1,1.0,0,77.1999999999999,0,33.956921185182274,33.956921185182274
0.0888888888,0,3,1.0,1,1.0,0,77.1999999999999,0,33.956945794702506,33.956945794702506
0.1333333332,0,4,1.0,1,1.0,0,77.1999999999999,0,33.956921185182274,33.956921185182274
0.1333333332,0,4,1.0,1,1.0,0,77.1999999999999,0,33.956921185182274,33.956921185182274
0.1333333332,0,4,1.0,1,1.0,0,77.1999999999999,0,33.956921185182274,33.956921185182274
0.222222222,0,5,1.0,1,0.999999999999998,0,77.1999999999999,0,33.95692072216917,33.95692072216917
0.222222222,0,5,1.0,1,0.999999999999998,0,77.1999999999999,0,33.95692072216917,33.95692072216917
0.222222222,0,5,1.0,1,0.999999999999998,0,77.1999999999999,0,33.95692072216917,33.95692072216917
0.1777777776,0,4,1.0,1,1.0,0,77.1999999999999,0,33.956921185182274,33.956921185182274
0.222222222,0,5,1.0,1,0.999999999999998,0,77.1999999999999,0,33.95692072216917,33.95692072216917
0.3111111108,0,6,1.0,1,0.999999999999999,0,77.1999999999999,0,33.95692071282269,33.95692071282269
0.3111111108,0,6,1.0,1,0.999999999999999,0,77.1999999999999,0,33.95692071282269,33.95692071282269
0.3555555552,0,7,1.0,1,0.999999999999996,0,77.1999999999999,0,33.95692071262502,33.95692071262502
