l_,ce,cc,z,pe,pc,dpe,dpc,avge,avgc,tot_avg
0.2666666664,0,4,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403467718489594,28.403467718489594
0.222222222,0,3,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403657446979576,28.403657446979576
0.222222222,0,3,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403657446979576,28.403657446979576
0.1333333332,0,3,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403485438392277,28.403485438392277
0.222222222,0,3,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403657446979576,28.403657446979576
0.1333333332,0,3,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403485438392277,28.403485438392277
0.2666666664,0,4,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403467718489594,28.403467718489594
0.1777777776,0,3,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403657446979576,28.403657446979576
0.1333333332,0,3,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403485438392277,28.403485438392277
0.1777777776,0,3,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403657446979576,28.403657446979576
0.1333333332,0,3,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403485438392277,28.403485438392277
0.1333333332,0,3,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403485438392277,28.403485438392277
0.0888888888,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.0888888888,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.0888888888,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.1333333332,0,3,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403485438392277,28.403485438392277
0.1333333332,0,3,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403485438392277,28.403485438392277
0.0888888888,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.0888888888,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.0888888888,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.0888888888,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.0888888888,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.0888888888,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.0444444444,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.0888888888,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.0888888888,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.0444444444,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.0888888888,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.0888888888,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.0888888888,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.0888888888,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.0888888888,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.0888888888,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.0888888888,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.0888888888,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.1333333332,0,3,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403485438392277,28.403485438392277
0.0444444444,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.0888888888,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.0444444444,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.0888888888,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.0888888888,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.1333333332,0,3,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403485438392277,28.403485438392277
0.0888888888,0,2,1.0,1,0.999999999999997,0,77.1999999999999,0,28.40495579728544,28.40495579728544
0.1333333332,0,3,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403485438392277,28.403485438392277
0.1333333332,0,3,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403485438392277,28.403485438392277
0.1333333332,0,3,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403485438392277,28.403485438392277
0.222222222,0,3,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403657446979576,28.403657446979576
0.222222222,0,3,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403657446979576,28.403657446979576
0.222222222,0,3,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403657446979576,28.403657446979576
0.1777777776,0,3,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403657446979576,28.403657446979576
0.222222222,0,3,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403657446979576,28.403657446979576
0.3111111108,0,4,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403467718489594,28.403467718489594
0.3111111108,0,4,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403467718489594,28.403467718489594
0.3555555552,0,4,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403467718489594,28.403467718489594
0.2666666664,0,4,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403467718489594,28.403467718489594
0.3111111108,0,4,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403467718489594,28.403467718489594
0.2666666664,0,4,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403467718489594,28.403467718489594
0.2666666664,0,4,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403467718489594,28.403467718489594
0.3111111108,0,4,1.0,1,0.999999999999999,0,77.1999999999999,0,28.403467718489594,28.403467718489594
