l_,ce,cc,z,pe,pc,dpe,dpc,avge,avgc,tot_avg
0.2666666664,0,2,1.0,1,0.999999999993724,0,77.1999999999999,0,24.3789409408023,24.3789409408023
0.222222222,0,2,1.0,1,0.999999999997975,0,77.1999999999999,0,24.32925296293776,24.32925296293776
0.222222222,0,2,1.0,1,0.999999999997975,0,77.1999999999999,0,24.32925296293776,24.32925296293776
0.1333333332,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
0.222222222,0,2,1.0,1,0.999999999997975,0,77.1999999999999,0,24.32925296293776,24.32925296293776
0.1333333332,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
0.2666666664,0,2,1.0,1,0.999999999993724,0,77.1999999999999,0,24.3789409408023,24.3789409408023
0.1777777776,0,2,1.0,1,0.999999999998407,0,77.1999999999999,0,24.308355759058124,24.308355759058124
0.1333333332,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
0.1777777776,0,2,1.0,1,0.999999999998407,0,77.1999999999999,0,24.308355759058124,24.308355759058124
0.1333333332,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
0.1333333332,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
0.0888888888,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
0.0888888888,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
0.0888888888,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
0.1333333332,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
0.1333333332,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
0.0888888888,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
0.0888888888,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
0.0888888888,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
0.0888888888,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
0.0888888888,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
0.0888888888,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
0.0444444444,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
0.0888888888,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
0.0888888888,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
0.0444444444,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
0.0888888888,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
0.0888888888,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
0.0888888888,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
0.0888888888,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
0.0888888888,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
0.0888888888,0,0,0.0,1,1.0,0,0.0,0,0.0,0.0
