ce cc z cost lambda mu edge_d cloud_d target_d percentile cost_ratio
3 0 0 13.0 0.0444444444 0.0444444444 20.52 22.8 100.0 0.99999 1.0
4 0 0 24.0 0.0888888888 0.0444444444 20.52 22.8 100.0 0.99999 1.0
5 0 0 35.0 0.1333333332 0.0444444444 20.52 22.8 100.0 0.99999 1.0
6 0 0 46.0 0.1777777776 0.0444444444 20.52 22.8 100.0 0.99999 1.0
7 0 0 57.0 0.222222222 0.0444444444 20.52 22.8 100.0 0.99999 1.0
9 0 0 69.0 0.2666666664 0.0444444444 20.52 22.8 100.0 0.99999 1.0
10 0 0 80.0 0.3111111108 0.0444444444 20.52 22.8 100.0 0.99999 1.0
11 0 0 91.0 0.3555555552 0.0444444444 20.52 22.8 100.0 0.99999 1.0
12 0 0 102.0 0.3999999996 0.0444444444 20.52 22.8 100.0 0.99999 1.0
13 0 0 113.0 0.444444444 0.0444444444 20.52 22.8 100.0 0.99999 1.0
14 0 0 124.0 0.4888888884 0.0444444444 20.52 22.8 100.0 0.99999 1.0
15 0 0 135.0 0.5333333328 0.0444444444 20.52 22.8 100.0 0.99999 1.0
16 0 0 146.0 0.5777777772 0.0444444444 20.52 22.8 100.0 0.99999 1.0
17 0 0 157.0 0.6222222216 0.0444444444 20.52 22.8 100.0 0.99999 1.0
18 0 0 168.00000000000003 0.666666666 0.0444444444 20.52 22.8 100.0 0.99999 1.0
19 0 0 179.0 0.7111111104 0.0444444444 20.52 22.8 100.0 0.99999 1.0
20 0 0 190.0 0.7555555548 0.0444444444 20.52 22.8 100.0 0.99999 1.0
0 21 1.0 201.0 0.7999999992 0.0444444444 20.52 22.8 100.0 0.99999 1.0
0 22 1.0 212.00000000000003 0.8444444436 0.0444444444 20.52 22.8 100.0 0.99999 1.0
0 23 1.0 223.0 0.888888888 0.0444444444 20.52 22.8 100.0 0.99999 1.0
0 24 1.0 234.0 0.9333333324 0.0444444444 20.52 22.8 100.0 0.99999 1.0
0 25 1.0 245.0 0.9777777768 0.0444444444 20.52 22.8 100.0 0.99999 1.0
0 26 1.0 256.0 1.0222222212 0.0444444444 20.52 22.8 100.0 0.99999 1.0
0 27 1.0 267.0 1.0666666656 0.0444444444 20.52 22.8 100.0 0.99999 1.0
0 28 1.0 278.0 1.11111111 0.0444444444 20.52 22.8 100.0 0.99999 1.0
0 29 1.0 289.0 1.1555555544 0.0444444444 20.52 22.8 100.0 0.99999 1.0
0 30 1.0 300.00000000000006 1.1999999988 0.0444444444 20.52 22.8 100.0 0.99999 1.0
0 31 1.0 311.0 1.2444444432 0.0444444444 20.52 22.8 100.0 0.99999 1.0
0 32 1.0 322.0 1.2888888876 0.0444444444 20.52 22.8 100.0 0.99999 1.0
0 33 1.0 333.00000000000006 1.333333332 0.0444444444 20.52 22.8 100.0 0.99999 1.0
0 34 1.0 344.00000000000006 1.3777777764 0.0444444444 20.52 22.8 100.0 0.99999 1.0
0 34 1.0 354.0 1.4222222208 0.0444444444 20.52 22.8 100.0 0.99999 1.0
0 35 1.0 365.0 1.4666666652 0.0444444444 20.52 22.8 100.0 0.99999 1.0
0 36 1.0 376.0 1.5111111096 0.0444444444 20.52 22.8 100.0 0.99999 1.0
0 37 1.0 387.0 1.555555554 0.0444444444 20.52 22.8 100.0 0.99999 1.0
0 38 1.0 398.0 1.5999999984 0.0444444444 20.52 22.8 100.0 0.99999 1.0
0 39 1.0 409.00000000000006 1.6444444428 0.0444444444 20.52 22.8 100.0 0.99999 1.0
0 40 1.0 420.00000000000006 1.6888888872 0.0444444444 20.52 22.8 100.0 0.99999 1.0
6 37 0.8999999999999999 433.00000000000006 1.7333333316 0.0444444444 20.52 22.8 100.0 0.99999 1.0
6 38 0.8999999999999999 444.0 1.777777776 0.0444444444 20.52 22.8 100.0 0.99999 1.0
7 38 0.88 455.00000000000006 1.8222222204 0.0444444444 20.52 22.8 100.0 0.99999 1.0
20 27 0.5799999999999997 467.0 1.8666666648 0.0444444444 20.52 22.8 100.0 0.99999 1.0
20 28 0.5899999999999997 478.0 1.9111111092 0.0444444444 20.52 22.8 100.0 0.99999 1.0
20 29 0.5999999999999998 489.0 1.9555555536 0.0444444444 20.52 22.8 100.0 0.99999 1.0
13 36 0.7599999999999999 499.00000000000006 1.999999998 0.0444444444 20.52 22.8 100.0 0.99999 1.0
10 40 0.83 510.0 2.0444444424 0.0444444444 20.52 22.8 100.0 0.99999 1.0
20 32 0.6299999999999999 522.0 2.0888888868 0.0444444444 20.52 22.8 100.0 0.99999 1.0
20 33 0.6399999999999999 533.0 2.1333333312 0.0444444444 20.52 22.8 100.0 0.99999 1.0
20 34 0.6399999999999999 544.0 2.1777777756 0.0444444444 20.52 22.8 100.0 0.99999 1.0
20 35 0.6499999999999999 555.0 2.22222222 0.0444444444 20.52 22.8 100.0 0.99999 1.0
20 36 0.6599999999999999 566.0000000000001 2.2666666644 0.0444444444 20.52 22.8 100.0 0.99999 1.0
20 37 0.6599999999999999 577.0 2.3111111088 0.0444444444 20.52 22.8 100.0 0.99999 1.0
17 40 0.72 587.0 2.3555555532 0.0444444444 20.52 22.8 100.0 0.99999 1.0
20 39 0.6799999999999999 599.0000000000001 2.3999999976 0.0444444444 20.52 22.8 100.0 0.99999 1.0
20 40 0.6799999999999999 610.0 2.444444442 0.0444444444 20.52 22.8 100.0 0.99999 1.0
