ce cc z cost lambda mu edge_d cloud_d target_d percentile cost_ratio
3 0 0 11.222222221840006 0.0444444444 0.0444444444 9.12 22.8 50.0 0.99 9.0
5 0 0 22.222222221640013 0.0888888888 0.0444444444 9.12 22.8 50.0 0.99 9.0
6 0 0 34.39999999911602 0.1333333332 0.0444444444 9.12 22.8 50.0 0.99 9.0
7 0 0 45.22222222114003 0.1777777776 0.0444444444 9.12 22.8 50.0 0.99 9.0
8 0 0 56.22222222094003 0.222222222 0.0444444444 9.12 22.8 50.0 0.99 9.0
9 0 0 67.39999999851604 0.2666666664 0.0444444444 9.12 22.8 50.0 0.99 9.0
10 0 0 78.75555555386804 0.3111111108 0.0444444444 9.12 22.8 50.0 0.99 9.0
11 0 0 89.57777777589206 0.3555555552 0.0444444444 9.12 22.8 50.0 0.99 9.0
12 0 0 100.39999999791608 0.3999999996 0.0444444444 9.12 22.8 50.0 0.99 9.0
13 0 0 111.22222221994008 0.444444444 0.0444444444 9.12 22.8 50.0 0.99 9.0
15 0 0 124.99999999740001 0.4888888884 0.0444444444 9.12 22.8 50.0 0.99 9.0
16 0 0 135.9999999972 0.5333333328 0.0444444444 9.12 22.8 50.0 0.99 9.0
17 0 0 146.99999999700003 0.5777777772 0.0444444444 9.12 22.8 50.0 0.99 9.0
18 0 0 157.9999999968 0.6222222216 0.0444444444 9.12 22.8 50.0 0.99 9.0
19 0 0 168.99999999660002 0.666666666 0.0444444444 9.12 22.8 50.0 0.99 9.0
20 0 0 179.9999999964 0.7111111104 0.0444444444 9.12 22.8 50.0 0.99 9.0
