ce cc z cost lambda mu edge_d cloud_d target_d percentile cost_ratio
4 0 0 4.9 0.0444444444 0.0444444444 11.4 22.8 50.0 0.99 2.0
5 0 0 6.900000000000001 0.0888888888 0.0444444444 11.4 22.8 50.0 0.99 2.0
7 0 0 8.91 0.1333333332 0.0444444444 11.4 22.8 50.0 0.99 2.0
8 0 0 11.9 0.1777777776 0.0444444444 11.4 22.8 50.0 0.99 2.0
9 0 0 13.900000000000002 0.222222222 0.0444444444 11.4 22.8 50.0 0.99 2.0
10 0 0 15.910000000000002 0.2666666664 0.0444444444 11.4 22.8 50.0 0.99 2.0
11 0 0 17.930000000000003 0.3111111108 0.0444444444 11.4 22.8 50.0 0.99 2.0
12 0 0 19.920000000000005 0.3555555552 0.0444444444 11.4 22.8 50.0 0.99 2.0
13 0 0 21.910000000000004 0.3999999996 0.0444444444 11.4 22.8 50.0 0.99 2.0
14 0 0 23.900000000000006 0.444444444 0.0444444444 11.4 22.8 50.0 0.99 2.0
16 0 0 27.0 0.4888888884 0.0444444444 11.4 22.8 50.0 0.99 2.0
17 0 0 29.0 0.5333333328 0.0444444444 11.4 22.8 50.0 0.99 2.0
18 0 0 31.0 0.5777777772 0.0444444444 11.4 22.8 50.0 0.99 2.0
19 0 0 33.0 0.6222222216 0.0444444444 11.4 22.8 50.0 0.99 2.0
20 0 0 35.0 0.666666666 0.0444444444 11.4 22.8 50.0 0.99 2.0
