lambda z ce cc cost edge_avg cloud_avg edge_0.0 edge_0.05 edge_0.1 edge_0.15000000000000002 edge_0.2 edge_0.25 edge_0.30000000000000004 edge_0.35000000000000003 edge_0.4 edge_0.45 edge_0.5 edge_0.55 edge_0.6000000000000001 edge_0.65 edge_0.7000000000000001 edge_0.75 edge_0.8 edge_0.8500000000000001 edge_0.9 edge_0.9500000000000001 edge_0.99 edge_0.999 edge_0.9999 edge_0.99999 cloud_0.0 cloud_0.05 cloud_0.1 cloud_0.15000000000000002 cloud_0.2 cloud_0.25 cloud_0.30000000000000004 cloud_0.35000000000000003 cloud_0.4 cloud_0.45 cloud_0.5 cloud_0.55 cloud_0.6000000000000001 cloud_0.65 cloud_0.7000000000000001 cloud_0.75 cloud_0.8 cloud_0.8500000000000001 cloud_0.9 cloud_0.9500000000000001 cloud_0.99 cloud_0.999 cloud_0.9999 cloud_0.99999
2.024 0.83 9.0 40.0 5.8184825 45.71265741738882 74.39408120550294 23.6 33.400000000000006 35.2 36.6 37.8 38.8 39.8 40.8 41.7 42.7 43.7 44.8 45.900000000000006 47.2 48.7 50.300000000000004 52.300000000000004 54.9 58.4 64.4 78.0 96.0 110.1 120.80000000000001 54.3 64.6 66.3 67.5 68.5 69.4 70.3 71.1 71.9 72.7 73.5 74.3 75.2 76.1 77.2 78.3 79.6 81.2 83.3 86.7 93.9 103.1 110.3 116.6
2.068 0.81 10.0 40.0 5.9946737500000005 46.30120008330866 74.39408120550294 23.700000000000003 33.6 35.400000000000006 36.8 38.0 39.1 40.1 41.1 42.1 43.1 44.2 45.3 46.5 47.8 49.3 51.1 53.2 55.800000000000004 59.5 65.80000000000001 80.0 100.4 118.5 128.9 54.3 64.6 66.3 67.5 68.5 69.4 70.3 71.1 71.9 72.7 73.5 74.3 75.2 76.1 77.2 78.3 79.6 81.2 83.3 86.7 93.9 103.1 110.3 116.6
2.112 0.79 11.0 40.0 6.172980000000001 48.11388157302079 74.39408120550294 23.6 34.0 35.900000000000006 37.400000000000006 38.7 39.8 40.900000000000006 42.0 43.1 44.3 45.5 46.7 48.1 49.7 51.4 53.4 55.9 59.1 63.4 70.80000000000001 87.69999999999999 108.80000000000001 124.9 134.0 54.3 64.6 66.3 67.5 68.5 69.4 70.3 71.1 71.9 72.7 73.5 74.3 75.2 76.1 77.2 78.3 79.6 81.2 83.3 86.7 93.9 103.1 110.3 116.6
2.156 0.77 12.0 40.0 6.35340125 50.10935774929061 73.90682053368454 23.200000000000003 34.3 36.400000000000006 37.900000000000006 39.3 40.6 41.8 43.0 44.2 45.5 46.8 48.3 49.900000000000006 51.7 53.7 56.1 59.0 62.7 67.9 76.7 96.1 118.5 132.0 140.4 54.0 64.4 66.1 67.3 68.3 69.2 70.0 70.8 71.6 72.4 73.1 73.9 74.8 75.7 76.6 77.7 78.9 80.4 82.4 85.5 91.9 99.9 106.4 112.2
2.2 0.76 13.0 40.0 6.509500000000001 46.729317671930545 74.39408120550294 22.900000000000002 33.8 35.7 37.1 38.3 39.400000000000006 40.400000000000006 41.400000000000006 42.5 43.5 44.6 45.8 47.0 48.3 49.900000000000006 51.6 53.800000000000004 56.5 60.2 66.5 80.6 99.1 122.6 135.8 54.3 64.6 66.3 67.5 68.5 69.4 70.3 71.1 71.9 72.7 73.5 74.3 75.2 76.1 77.2 78.3 79.6 81.2 83.3 86.7 93.9 103.1 110.3 116.6
2.244 0.74 14.0 40.0 6.6936225 50.01211497848544 73.90682053368454 23.700000000000003 34.400000000000006 36.5 38.1 39.400000000000006 40.7 41.900000000000006 43.1 44.3 45.6 46.900000000000006 48.400000000000006 49.900000000000006 51.7 53.6 55.9 58.7 62.2 67.2 75.5 95.30000000000001 115.19999999999999 127.19999999999999 135.8 54.0 64.4 66.1 67.3 68.3 69.2 70.0 70.8 71.6 72.4 73.1 73.9 74.8 75.7 76.6 77.7 78.9 80.4 82.4 85.5 91.9 99.9 106.4 112.2
2.288 0.73 15.0 40.0 6.852364999999999 47.81907673554406 74.39408120550294 23.700000000000003 34.0 36.0 37.5 38.7 39.900000000000006 41.0 42.1 43.1 44.3 45.400000000000006 46.7 48.0 49.400000000000006 51.1 53.0 55.4 58.4 62.5 69.5 84.6 103.5 117.9 128.7 54.3 64.6 66.3 67.5 68.5 69.4 70.3 71.1 71.9 72.7 73.5 74.3 75.2 76.1 77.2 78.3 79.6 81.2 83.3 86.7 93.9 103.1 110.3 116.6
2.332 0.72 16.0 40.0 7.012165 46.16645429180093 74.39408120550294 23.400000000000002 33.7 35.6 37.0 38.2 39.2 40.3 41.2 42.2 43.2 44.3 45.400000000000006 46.5 47.8 49.2 50.9 52.800000000000004 55.300000000000004 58.800000000000004 64.7 77.6 94.80000000000001 108.5 117.5 54.3 64.6 66.3 67.5 68.5 69.4 70.3 71.1 71.9 72.7 73.5 74.3 75.2 76.1 77.2 78.3 79.6 81.2 83.3 86.7 93.9 103.1 110.3 116.6
2.376 0.7 18.0 40.0 7.201575 43.44200728578007 73.90682053368454 23.900000000000002 33.1 34.8 36.1 37.2 38.1 39.0 39.8 40.7 41.5 42.3 43.2 44.2 45.1 46.2 47.5 48.900000000000006 50.7 53.1 57.0 65.5 76.9 88.1 96.9 54.0 64.4 66.1 67.3 68.3 69.2 70.0 70.8 71.6 72.4 73.1 73.9 74.8 75.7 76.6 77.7 78.9 80.4 82.4 85.5 91.9 99.9 106.4 112.2
2.42 0.69 18.0 40.0 7.364018750000001 47.50318221265121 74.39408120550294 22.900000000000002 34.1 36.0 37.5 38.8 39.900000000000006 41.0 42.0 43.1 44.2 45.3 46.5 47.7 49.2 50.7 52.6 54.800000000000004 57.6 61.5 68.1 82.80000000000001 102.9 117.9 127.0 54.3 64.6 66.3 67.5 68.5 69.4 70.3 71.1 71.9 72.7 73.5 74.3 75.2 76.1 77.2 78.3 79.6 81.2 83.3 86.7 93.9 103.1 110.3 116.6
2.464 0.68 19.0 40.0 7.52752 45.97624114316173 74.39408120550294 22.8 33.8 35.6 37.0 38.2 39.3 40.3 41.2 42.2 43.2 44.2 45.3 46.400000000000006 47.7 49.0 50.6 52.5 54.9 58.2 63.800000000000004 76.5 92.30000000000001 104.1 112.1 54.3 64.6 66.3 67.5 68.5 69.4 70.3 71.1 71.9 72.7 73.5 74.3 75.2 76.1 77.2 78.3 79.6 81.2 83.3 86.7 93.9 103.1 110.3 116.6
2.508 0.67 20.0 40.0 7.69207875 45.617950763887414 74.39408120550294 22.900000000000002 33.7 35.6 36.900000000000006 38.1 39.1 40.1 41.1 42.0 43.0 44.0 45.0 46.1 47.3 48.7 50.2 52.0 54.2 57.4 62.7 74.5 88.69999999999999 101.0 109.80000000000001 54.3 64.6 66.3 67.5 68.5 69.4 70.3 71.1 71.9 72.7 73.5 74.3 75.2 76.1 77.2 78.3 79.6 81.2 83.3 86.7 93.9 103.1 110.3 116.6
