lambda z ce cc cost edge_avg cloud_avg edge_0.0 edge_0.05 edge_0.1 edge_0.15000000000000002 edge_0.2 edge_0.25 edge_0.30000000000000004 edge_0.35000000000000003 edge_0.4 edge_0.45 edge_0.5 edge_0.55 edge_0.6000000000000001 edge_0.65 edge_0.7000000000000001 edge_0.75 edge_0.8 edge_0.8500000000000001 edge_0.9 edge_0.9500000000000001 edge_0.99 edge_0.999 edge_0.9999 edge_0.99999 cloud_0.0 cloud_0.05 cloud_0.1 cloud_0.15000000000000002 cloud_0.2 cloud_0.25 cloud_0.30000000000000004 cloud_0.35000000000000003 cloud_0.4 cloud_0.45 cloud_0.5 cloud_0.55 cloud_0.6000000000000001 cloud_0.65 cloud_0.7000000000000001 cloud_0.75 cloud_0.8 cloud_0.8500000000000001 cloud_0.9 cloud_0.9500000000000001 cloud_0.99 cloud_0.999 cloud_0.9999 cloud_0.99999
0.4888888884 0.0 14.0 0.0 1.874125 41.488400856880006 0.0 22.3 32.5 34.1 35.2 36.2 37.0 37.8 38.6 39.3 40.0 40.8 41.5 42.3 43.1 44.0 45.1 46.2 47.6 49.5 52.4 58.6 66.7 74.30000000000001 81.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.5333333328 0.0 15.0 0.0 2.0445 41.47971519737422 0.0 22.900000000000002 32.5 34.1 35.2 36.2 37.0 37.8 38.6 39.3 40.0 40.8 41.5 42.3 43.1 44.0 45.1 46.2 47.6 49.400000000000006 52.4 58.5 66.5 74.30000000000001 81.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.5777777772 0.0 16.0 0.0 2.214875 41.48771903136346 0.0 23.5 32.5 34.1 35.2 36.2 37.0 37.8 38.6 39.3 40.0 40.8 41.5 42.3 43.2 44.1 45.1 46.2 47.6 49.5 52.4 58.5 66.7 74.1 81.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.6222222216 0.0 17.0 0.0 2.38525 41.523453411735396 0.0 23.1 32.5 34.1 35.3 36.2 37.1 37.900000000000006 38.6 39.3 40.1 40.8 41.6 42.400000000000006 43.2 44.1 45.1 46.3 47.6 49.5 52.4 58.5 66.2 73.1 78.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.666666666 0.0 18.0 0.0 2.555625 41.54718270898222 0.0 22.6 32.5 34.1 35.3 36.2 37.1 37.900000000000006 38.6 39.400000000000006 40.1 40.8 41.6 42.400000000000006 43.2 44.1 45.1 46.3 47.7 49.5 52.4 58.6 66.80000000000001 74.6 83.30000000000001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.7111111104 0.0 19.0 0.0 2.726 41.597759771041495 0.0 23.3 32.6 34.2 35.3 36.3 37.1 37.900000000000006 38.7 39.400000000000006 40.1 40.900000000000006 41.6 42.400000000000006 43.3 44.2 45.2 46.400000000000006 47.7 49.6 52.5 58.6 66.30000000000001 73.5 80.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.7555555548 0.01 20.0 2.0 2.88738625 41.48845656671224 45.10355427431169 23.0 32.5 34.1 35.3 36.2 37.1 37.900000000000006 38.6 39.3 40.1 40.8 41.6 42.3 43.2 44.1 45.1 46.2 47.6 49.400000000000006 52.300000000000004 58.1 65.5 72.1 78.6 27.9 36.8 38.3 39.3 40.2 41.0 41.8 42.5 43.2 43.8 44.5 45.2 45.900000000000006 46.7 47.5 48.400000000000006 49.5 50.7 52.400000000000006 54.900000000000006 60.3 67.7 75.9 84.3
0.7999999992 0.0111111111111112 20.0 2.0 3.056175 42.646013831847156 45.131618750767444 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 28.1 36.7 38.3 39.400000000000006 40.3 41.0 41.8 42.5 43.2 43.900000000000006 44.5 45.2 45.900000000000006 46.7 47.5 48.400000000000006 49.5 50.7 52.400000000000006 55.0 60.5 68.4 76.2 86.1
0.8444444436 0.0631578947368424 20.0 3.0 3.173675 42.646013831847156 45.993758205348286 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 27.9 37.0 38.5 39.6 40.6 41.400000000000006 42.2 42.900000000000006 43.7 44.400000000000006 45.1 45.900000000000006 46.6 47.5 48.400000000000006 49.400000000000006 50.6 52.1 54.1 57.5 65.5 76.9 88.2 97.1
0.888888888 0.1100000000000002 20.0 5.0 3.291175 42.646013831847156 45.38571575498194 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 27.9 36.8 38.4 39.5 40.400000000000006 41.2 42.0 42.7 43.400000000000006 44.0 44.7 45.400000000000006 46.2 47.0 47.8 48.8 49.8 51.2 52.900000000000006 55.599999999999994 61.3 68.9 76.4 83.1
0.9333333324 0.1523809523809526 20.0 6.0 3.408675 42.646013831847156 45.54614242627308 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 27.8 36.9 38.4 39.5 40.5 41.3 42.1 42.8 43.5 44.2 44.900000000000006 45.6 46.3 47.1 48.0 49.0 50.1 51.400000000000006 53.2 55.900000000000006 61.8 69.6 77.9 86.3
0.9777777768 0.1909090909090911 20.0 7.0 3.526175 42.646013831847156 45.73392769637425 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 27.6 37.0 38.5 39.7 40.6 41.400000000000006 42.2 42.900000000000006 43.6 44.3 45.0 45.8 46.5 47.3 48.2 49.2 50.3 51.7 53.5 56.3 62.400000000000006 70.7 78.9 91.2
1.0222222212 0.2260869565217393 20.0 8.0 3.643675 42.646013831847156 45.85177034515081 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 27.5 37.0 38.6 39.7 40.6 41.5 42.2 43.0 43.7 44.400000000000006 45.1 45.900000000000006 46.6 47.5 48.400000000000006 49.3 50.5 51.900000000000006 53.7 56.599999999999994 62.8 71.1 79.8 87.3
1.0666666656 0.2583333333333334 20.0 9.0 3.7611749999999993 42.646013831847156 45.981932580569506 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 26.400000000000002 37.1 38.7 39.8 40.7 41.6 42.3 43.1 43.8 44.5 45.3 46.0 46.8 47.6 48.5 49.5 50.6 52.0 53.900000000000006 56.8 63.0 71.8 80.6 87.89999999999999
1.11111111 0.2880000000000001 20.0 10.0 3.878675 42.646013831847156 46.06180348046894 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 27.0 37.1 38.7 39.8 40.8 41.6 42.400000000000006 43.1 43.900000000000006 44.6 45.3 46.1 46.900000000000006 47.7 48.6 49.6 50.8 52.2 54.1 57.0 63.2 71.6 79.1 86.2
1.1555555544 0.3153846153846156 20.0 11.0 3.996175 42.646013831847156 46.202188536224114 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 28.0 37.2 38.7 39.900000000000006 40.900000000000006 41.7 42.5 43.2 44.0 44.7 45.400000000000006 46.2 47.0 47.8 48.8 49.8 51.0 52.400000000000006 54.3 57.3 63.7 72.3 80.7 88.39999999999999
1.1999999988 0.3407407407407409 20.0 12.0 4.113675 42.646013831847156 46.25802150188024 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 28.700000000000003 37.2 38.8 39.900000000000006 40.900000000000006 41.7 42.5 43.3 44.0 44.8 45.5 46.3 47.1 47.900000000000006 48.8 49.900000000000006 51.0 52.5 54.3 57.400000000000006 63.8 72.5 81.3 88.39999999999999
1.2444444432 0.3642857142857144 20.0 13.0 4.231175 42.646013831847156 46.22180697263606 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 28.200000000000003 37.2 38.8 39.900000000000006 40.900000000000006 41.7 42.5 43.3 44.0 44.7 45.5 46.2 47.0 47.900000000000006 48.8 49.8 51.0 52.400000000000006 54.2 57.2 63.599999999999994 72.3 80.9 90.0
1.2888888876 0.3862068965517242 20.0 14.0 4.348675 42.646013831847156 46.31976021953938 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 28.3 37.2 38.8 40.0 41.0 41.8 42.6 43.400000000000006 44.1 44.8 45.6 46.3 47.1 48.0 48.900000000000006 49.900000000000006 51.1 52.5 54.400000000000006 57.400000000000006 63.7 72.1 80.0 86.7
1.333333332 0.4066666666666668 20.0 15.0 4.466175 42.646013831847156 46.32597390199456 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 27.6 37.2 38.8 40.0 41.0 41.8 42.6 43.400000000000006 44.1 44.8 45.6 46.3 47.1 48.0 48.900000000000006 49.900000000000006 51.1 52.5 54.400000000000006 57.400000000000006 63.7 72.2 79.7 87.5
1.3777777764 0.4258064516129034 20.0 16.0 4.583675 42.646013831847156 46.51419450258225 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 27.4 37.3 38.900000000000006 40.1 41.1 41.900000000000006 42.7 43.5 44.2 45.0 45.7 46.5 47.3 48.2 49.1 50.2 51.400000000000006 52.8 54.8 57.8 64.4 72.8 81.1 88.3
1.4222222208 0.4437500000000001 20.0 17.0 4.701175 42.646013831847156 46.535975330075985 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 28.4 37.3 38.900000000000006 40.1 41.1 41.900000000000006 42.8 43.5 44.3 45.0 45.8 46.5 47.400000000000006 48.2 49.1 50.2 51.400000000000006 52.8 54.8 57.8 64.3 73.0 81.0 88.1
1.4666666652 0.4606060606060607 20.0 18.0 4.818675 42.646013831847156 46.41592414189261 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 26.8 37.3 38.900000000000006 40.1 41.0 41.900000000000006 42.7 43.5 44.2 44.900000000000006 45.7 46.5 47.2 48.1 49.0 50.0 51.2 52.6 54.5 57.5 63.7 71.7 79.4 86.7
1.5111111096 0.4764705882352943 20.0 19.0 4.936175 42.646013831847156 46.46984150540928 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 28.0 37.3 38.900000000000006 40.1 41.1 41.900000000000006 42.7 43.5 44.2 45.0 45.7 46.5 47.3 48.2 49.1 50.1 51.3 52.7 54.6 57.599999999999994 64.0 72.4 80.6 89.0
1.555555554 0.4914285714285715 20.0 20.0 5.053675 42.646013831847156 46.55534339005119 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 27.8 37.3 39.0 40.1 41.1 42.0 42.8 43.6 44.3 45.0 45.8 46.6 47.400000000000006 48.2 49.2 50.2 51.400000000000006 52.900000000000006 54.8 57.8 64.1 72.3 80.2 85.6
1.5999999984 0.5055555555555556 20.0 21.0 5.171175 42.646013831847156 46.67851858083638 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 27.9 37.4 39.0 40.2 41.2 42.1 42.900000000000006 43.6 44.400000000000006 45.2 45.900000000000006 46.7 47.5 48.400000000000006 49.3 50.400000000000006 51.6 53.0 54.900000000000006 58.0 64.5 73.1 81.5 88.0
1.6444444428 0.5189189189189191 20.0 22.0 5.288675 42.646013831847156 46.544580834521284 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 28.0 37.4 39.0 40.2 41.1 42.0 42.8 43.6 44.3 45.1 45.8 46.6 47.400000000000006 48.2 49.2 50.2 51.400000000000006 52.8 54.7 57.7 63.900000000000006 72.1 79.6 87.6
1.6888888872 0.5315789473684212 20.0 23.0 5.406175000000001 42.646013831847156 46.663032339889526 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 27.8 37.4 39.1 40.2 41.2 42.1 42.900000000000006 43.7 44.400000000000006 45.2 45.900000000000006 46.7 47.5 48.400000000000006 49.3 50.3 51.5 53.0 54.900000000000006 57.900000000000006 64.3 72.7 80.9 89.0
1.7333333316 0.5435897435897437 20.0 24.0 5.523674999999999 42.646013831847156 46.53987760208187 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 28.1 37.4 39.0 40.2 41.1 42.0 42.8 43.6 44.3 45.1 45.8 46.6 47.400000000000006 48.2 49.2 50.2 51.400000000000006 52.8 54.7 57.599999999999994 63.8 71.8 78.8 85.3
1.777777776 0.5550000000000002 20.0 25.0 5.641175 42.646013831847156 46.698254521947796 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 27.9 37.5 39.1 40.3 41.2 42.1 42.900000000000006 43.7 44.400000000000006 45.2 46.0 46.7 47.5 48.400000000000006 49.3 50.400000000000006 51.6 53.0 54.900000000000006 57.900000000000006 64.3 72.6 80.6 88.39999999999999
1.8222222204 0.5658536585365854 20.0 26.0 5.758675 42.646013831847156 46.586341924701244 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 27.8 37.4 39.0 40.2 41.2 42.0 42.8 43.6 44.400000000000006 45.1 45.900000000000006 46.6 47.400000000000006 48.3 49.2 50.2 51.400000000000006 52.900000000000006 54.7 57.7 63.900000000000006 71.9 79.4 87.7
1.8666666648 0.5761904761904764 20.0 27.0 5.876175 42.646013831847156 46.76551247973926 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 27.8 37.5 39.1 40.3 41.3 42.2 43.0 43.7 44.5 45.3 46.0 46.8 47.6 48.5 49.400000000000006 50.5 51.7 53.1 55.0 58.099999999999994 64.5 72.9 80.9 88.39999999999999
1.9111111092 0.586046511627907 20.0 28.0 5.993675 42.646013831847156 46.710518268447736 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 28.5 37.5 39.1 40.3 41.3 42.1 42.900000000000006 43.7 44.5 45.2 46.0 46.8 47.6 48.400000000000006 49.400000000000006 50.400000000000006 51.6 53.0 54.900000000000006 57.900000000000006 64.1 72.1 79.9 85.8
1.9555555536 0.5954545454545456 20.0 29.0 6.111174999999999 42.646013831847156 46.61029220123952 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 27.6 37.4 39.1 40.2 41.2 42.1 42.900000000000006 43.6 44.400000000000006 45.1 45.900000000000006 46.7 47.5 48.3 49.2 50.3 51.400000000000006 52.900000000000006 54.7 57.7 63.900000000000006 72.3 80.0 86.7
1.999999998 0.6044444444444446 20.0 30.0 6.228675000000001 42.646013831847156 46.82115654247909 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 27.5 37.5 39.1 40.3 41.3 42.2 43.0 43.8 44.6 45.3 46.1 46.900000000000006 47.7 48.6 49.5 50.5 51.7 53.2 55.099999999999994 58.099999999999994 64.4 72.6 79.8 86.5
2.0444444424 0.6130434782608697 20.0 31.0 6.346175 42.646013831847156 46.72551950929266 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 26.2 37.5 39.1 40.3 41.3 42.2 43.0 43.7 44.5 45.2 46.0 46.8 47.6 48.400000000000006 49.400000000000006 50.400000000000006 51.6 53.0 54.900000000000006 57.900000000000006 64.1 72.1 79.0 84.4
2.0888888868 0.6212765957446809 20.0 32.0 6.463674999999999 42.646013831847156 46.657496789799595 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 27.4 37.5 39.1 40.3 41.3 42.1 42.900000000000006 43.7 44.5 45.2 46.0 46.7 47.5 48.400000000000006 49.3 50.3 51.5 52.900000000000006 54.8 57.7 63.7 71.3 77.6 84.9
2.1333333312 0.6291666666666667 20.0 33.0 6.581174999999999 42.646013831847156 46.87953927206556 23.0 32.900000000000006 34.6 35.8 36.8 37.7 38.6 39.400000000000006 40.2 41.0 41.8 42.6 43.400000000000006 44.400000000000006 45.400000000000006 46.5 47.8 49.400000000000006 51.5 54.9 62.1 71.5 80.4 89.1 28.1 37.6 39.2 40.400000000000006 41.400000000000006 42.3 43.1 43.900000000000006 44.6 45.400000000000006 46.1 46.900000000000006 47.7 48.6 49.6 50.6 51.8 53.3 55.2 58.2 64.4 72.6 79.7 85.4
