lambda z ce cc cost edge_avg cloud_avg edge_0.0 edge_0.05 edge_0.1 edge_0.15000000000000002 edge_0.2 edge_0.25 edge_0.30000000000000004 edge_0.35000000000000003 edge_0.4 edge_0.45 edge_0.5 edge_0.55 edge_0.6000000000000001 edge_0.65 edge_0.7000000000000001 edge_0.75 edge_0.8 edge_0.8500000000000001 edge_0.9 edge_0.9500000000000001 edge_0.99 edge_0.999 edge_0.9999 edge_0.99999 cloud_0.0 cloud_0.05 cloud_0.1 cloud_0.15000000000000002 cloud_0.2 cloud_0.25 cloud_0.30000000000000004 cloud_0.35000000000000003 cloud_0.4 cloud_0.45 cloud_0.5 cloud_0.55 cloud_0.6000000000000001 cloud_0.65 cloud_0.7000000000000001 cloud_0.75 cloud_0.8 cloud_0.8500000000000001 cloud_0.9 cloud_0.9500000000000001 cloud_0.99 cloud_0.999 cloud_0.9999 cloud_0.99999
0.088 1.0 0 3 0.235 0.0 50.284715785565915 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 27.3 37.7 39.5 40.8 41.900000000000006 42.900000000000006 43.900000000000006 44.8 45.8 46.7 47.7 48.8 50.0 51.3 52.8 54.7 56.900000000000006 59.900000000000006 64.1 71.1 87.6 111.39999999999999 134.5 154.4
0.132 1.0 0 4 0.3525 0.0 50.80344227162114 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0 37.9 39.7 41.0 42.2 43.2 44.2 45.2 46.2 47.2 48.2 49.3 50.6 52.0 53.6 55.400000000000006 57.7 60.7 64.9 72.1 88.6 111.3 132.70000000000002 153.60000000000002
0.176 1.0 0 5 0.47 0.0 51.1226971167229 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 27.8 38.0 39.900000000000006 41.2 42.400000000000006 43.5 44.5 45.5 46.5 47.5 48.6 49.7 51.0 52.400000000000006 54.0 55.900000000000006 58.2 61.2 65.4 72.5 88.89999999999999 111.1 128.9 140.4
0.264 1.0 0 7 0.7050000000000001 0.0 51.781997186841224 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 28.1 38.3 40.2 41.5 42.7 43.8 44.900000000000006 45.900000000000006 47.0 48.0 49.2 50.400000000000006 51.7 53.1 54.8 56.7 59.099999999999994 62.099999999999994 66.4 73.8 90.7 113.39999999999999 130.6 143.0
0.308 1.0 0 8 0.8225 0.0 51.979680082490006 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 27.5 38.4 40.3 41.7 42.900000000000006 44.0 45.1 46.1 47.2 48.3 49.400000000000006 50.6 51.900000000000006 53.400000000000006 55.099999999999994 57.0 59.400000000000006 62.400000000000006 66.7 73.9 90.6 111.6 134.70000000000002 151.9
0.352 1.0 0 9 0.94 0.0 51.810165844488 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0 38.4 40.3 41.7 42.900000000000006 44.0 45.1 46.1 47.2 48.2 49.3 50.5 51.8 53.3 54.900000000000006 56.8 59.099999999999994 62.099999999999994 66.2 73.1 88.89999999999999 110.5 130.3 145.5
0.396 1.0 0 10 1.0575 0.0 51.833359171035575 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 28.1 38.4 40.3 41.8 43.0 44.1 45.1 46.2 47.2 48.3 49.400000000000006 50.6 51.900000000000006 53.3 54.900000000000006 56.8 59.099999999999994 62.0 66.1 73.0 89.1 108.7 128.8 141.8
0.44 1.0 0 11 1.175 0.0 51.79143212532588 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 28.3 38.5 40.400000000000006 41.8 43.0 44.1 45.2 46.2 47.3 48.3 49.400000000000006 50.6 51.900000000000006 53.3 54.900000000000006 56.8 59.099999999999994 61.900000000000006 65.9 72.7 87.7 109.0 130.0 142.9
0.484 1.0 0 12 1.2925 0.0 51.93978984163833 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 28.3 38.5 40.5 41.900000000000006 43.1 44.3 45.3 46.400000000000006 47.400000000000006 48.5 49.6 50.8 52.1 53.6 55.2 57.0 59.3 62.099999999999994 66.0 72.8 87.5 107.5 128.9 141.5
0.528 1.0 0 13 1.41 0.0 51.42931767193054 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 27.6 38.5 40.400000000000006 41.8 43.0 44.1 45.1 46.1 47.2 48.2 49.3 50.5 51.7 53.0 54.6 56.3 58.5 61.2 64.9 71.2 85.3 103.8 127.3 140.5
