ce cc z cost lambda mu edge_d cloud_d target_d percentile cost_ratio
20 40 1.0 <function cost at 0x7fae4480b280> 0.0444444444 0.0444444444 18.1 22.8 100.0 0.99999 1.05
20 40 1.0 <function cost at 0x7f73546cc280> 0.0888888888 0.0444444444 18.1 22.8 100.0 0.99999 1.05
