ce cc z cost lambda mu edge_d cloud_d target_d percentile cost_ratio
0 3 1.0 0.125125 0.0444444444 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 4 1.0 0.25025 0.0888888888 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 5 1.0 0.3753749999999999 0.1333333332 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 7 1.0 0.5005 0.1777777776 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 8 1.0 0.6256249999999999 0.222222222 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 9 1.0 0.7507499999999998 0.2666666664 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 10 1.0 0.8758749999999998 0.3111111108 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 11 1.0 1.001 0.3555555552 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 12 1.0 1.1261249999999998 0.3999999996 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 13 1.0 1.2512499999999998 0.444444444 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 14 1.0 1.376375 0.4888888884 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 15 1.0 1.5014999999999996 0.5333333328 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 16 1.0 1.6266249999999998 0.5777777772 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 17 1.0 1.7517499999999997 0.6222222216 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 18 1.0 1.8768749999999998 0.666666666 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 19 1.0 2.002 0.7111111104 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 20 1.0 2.127125 0.7555555548 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 21 1.0 2.2522499999999996 0.7999999992 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 22 1.0 2.377375 0.8444444436 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 23 1.0 2.5024999999999995 0.888888888 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 24 1.0 2.6276249999999997 0.9333333324 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 25 1.0 2.75275 0.9777777768 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 26 1.0 2.8778750000000004 1.0222222212 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 27 1.0 3.0029999999999992 1.0666666656 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 28 1.0 3.128125 1.11111111 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 29 1.0 3.2532499999999995 1.1555555544 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 30 1.0 3.378375 1.1999999988 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 31 1.0 3.5034999999999994 1.2444444432 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 32 1.0 3.628625 1.2888888876 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 33 1.0 3.7537499999999997 1.333333332 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 34 1.0 3.8788750000000003 1.3777777764 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 34 1.0 4.004 1.4222222208 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 35 1.0 4.129125 1.4666666652 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 36 1.0 4.25425 1.5111111096 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 37 1.0 4.379375 1.555555554 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 38 1.0 4.504499999999999 1.5999999984 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 39 1.0 4.629625 1.6444444428 0.0444444444 18.1 22.8 100.0 0.99999 1.05
0 40 1.0 4.75475 1.6888888872 0.0444444444 18.1 22.8 100.0 0.99999 1.05
3 40 0.97 4.887194812499999 1.7333333316 0.0444444444 18.1 22.8 100.0 0.99999 1.05
4 40 0.9500000000000001 5.0175125 1.777777776 0.0444444444 18.1 22.8 100.0 0.99999 1.05
5 40 0.93 5.148080437499999 1.8222222204 0.0444444444 18.1 22.8 100.0 0.99999 1.05
7 40 0.9 5.281526249999999 1.8666666648 0.0444444444 18.1 22.8 100.0 0.99999 1.05
8 40 0.88 5.41265725 1.9111111092 0.0444444444 18.1 22.8 100.0 0.99999 1.05
9 40 0.86 5.5440385 1.9555555536 0.0444444444 18.1 22.8 100.0 0.99999 1.05
10 40 0.84 5.67567 1.999999998 0.0444444444 18.1 22.8 100.0 0.99999 1.05
