ce cc z cost lambda mu edge_d cloud_d target_d percentile cost_ratio
3 0 0 1002.9999999999999 0.0444444444 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
4 0 0 2003.9999999999998 0.0888888888 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
5 0 0 3004.9999999999995 0.1333333332 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
7 0 0 4006.9999999999995 0.1777777776 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
8 0 0 5007.999999999999 0.222222222 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
9 0 0 6008.999999999999 0.2666666664 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
10 0 0 7009.999999999999 0.3111111108 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
11 0 0 8010.999999999999 0.3555555552 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
12 0 0 9012.0 0.3999999996 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
13 0 0 10012.999999999998 0.444444444 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
14 0 0 11013.999999999998 0.4888888884 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
15 0 0 12014.999999999998 0.5333333328 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
16 0 0 13016.0 0.5777777772 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
17 0 0 14016.999999999998 0.6222222216 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
18 0 0 15018.0 0.666666666 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
19 0 0 16018.999999999998 0.7111111104 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
20 0 0 17020.0 0.7555555548 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
20 2 0.019999999999999248 18746.000000108575 0.7999999992 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
20 4 0.06999999999999926 21692.000000400174 0.8444444436 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
20 5 0.11999999999999923 24835.000000721462 0.888888888 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
20 6 0.15999999999999925 27758.000001009772 0.9333333324 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
20 7 0.1999999999999993 30841.000001322063 0.9777777768 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
20 8 0.23999999999999932 34084.00000165837 1.0222222212 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
20 9 0.26999999999999935 37007.00000194667 1.0666666656 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
20 10 0.2999999999999994 40050.00000225297 1.11111111 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
20 11 0.3199999999999994 42693.00000249926 1.1555555544 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
20 12 0.3499999999999994 45956.00000283857 1.1999999988 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
20 13 0.36999999999999944 48779.00000311187 1.2444444432 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
20 14 0.38999999999999946 51682.00000339717 1.2888888876 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
20 15 0.4199999999999995 55265.00000378447 1.333333332 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
20 16 0.4299999999999995 57728.00000400377 1.3777777764 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
20 17 0.4499999999999995 60871.00000432507 1.4222222208 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
20 18 0.46999999999999953 64094.00000465837 1.4666666652 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
20 19 0.47999999999999954 66717.00000490167 1.5111111096 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
20 20 0.49999999999999956 70080.00000525598 1.555555554 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
20 21 0.5099999999999996 72803.00000551427 1.5999999984 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
20 22 0.5299999999999996 76306.00000588957 1.6444444428 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
20 23 0.5399999999999996 79129.00000616288 1.6888888872 0.0444444444 22.8 22.8 100.0 0.99999 0.3333333333
