Corso Agnelli(TO)    ,Corso Belgio(TO)     ,Corso Einaudi(TO)    ,Corso Francia(TO)    ,Corso Giambone(TO)   ,Corso Galileo Ferraris(TO) ,Corso Giulio Cesare(TO) ,aggregated
0.24120000000000003  ,0.3132               ,0.2844               ,0.378                ,0.4464               ,      0.2196               ,   0.4248               ,2.3076
0.252                ,0.2628               ,0.2304               ,0.3384               ,0.4896               ,      0.2124               ,   0.4068               ,2.1923999999999997
0.18                 ,0.252                ,0.2232               ,0.3312               ,0.3024               ,      0.2052               ,   0.36                 ,1.854
0.2448               ,0.2592               ,0.2664               ,0.3996               ,0.44279999999999997  ,      0.1584               ,   0.36360000000000003  ,2.1348
0.20879999999999999  ,0.23759999999999998  ,0.2232               ,0.3276               ,0.37079999999999996  ,      0.1584               ,   0.2844               ,1.8108
0.1908               ,0.216                ,0.2124               ,0.48240000000000005  ,0.3312               ,      0.1764               ,   0.36                 ,1.9691999999999998
0.2052               ,0.2124               ,0.18359999999999999  ,0.3276               ,0.34199999999999997  ,      0.1584               ,   0.3276               ,1.7567999999999997
0.1656               ,0.198                ,0.2196               ,0.2736               ,0.378                ,      0.1332               ,   0.2772               ,1.6452
0.20879999999999999  ,0.2664               ,0.23399999999999999  ,0.3132               ,0.4284               ,      0.18                 ,   0.2808               ,1.9115999999999997
0.2268               ,0.19440000000000002  ,0.20159999999999997  ,0.34559999999999996  ,0.23759999999999998  ,      0.1656               ,   0.252                ,1.6236
0.20159999999999997  ,0.2628               ,0.2592               ,0.306                ,0.23759999999999998  ,      0.24120000000000003  ,   0.23399999999999999  ,1.7424
0.1908               ,0.1584               ,0.1908               ,0.2988               ,0.3096               ,      0.1692               ,   0.32039999999999996  ,1.6380000000000001
0.17279999999999998  ,0.2448               ,0.1584               ,0.2736               ,0.2916               ,      0.1404               ,   0.2556               ,1.5372
0.20879999999999999  ,0.1224               ,0.19440000000000002  ,0.2736               ,0.2268               ,      0.108                ,   0.2628               ,1.3968
0.198                ,0.20879999999999999  ,0.18                 ,0.27                 ,0.324                ,      0.1764               ,   0.23759999999999998  ,1.5948
0.1764               ,0.19440000000000002  ,0.2268               ,0.2772               ,0.27                 ,      0.1548               ,   0.2664               ,1.566
0.2196               ,0.2268               ,0.18                 ,0.2988               ,0.2196               ,      0.11879999999999999  ,   0.23399999999999999  ,1.4976
0.1332               ,0.17279999999999998  ,0.1656               ,0.306                ,0.3168               ,      0.1692               ,   0.27                 ,1.5336
0.216                ,0.24839999999999998  ,0.2124               ,0.2772               ,0.19440000000000002  ,      0.1692               ,   0.2268               ,1.5444
0.18                 ,0.162                ,0.24839999999999998  ,0.2628               ,0.27                 ,      0.1584               ,   0.306                ,1.5876000000000001
0.198                ,0.2664               ,0.23759999999999998  ,0.3132               ,0.198                ,      0.1764               ,   0.2772               ,1.6667999999999998
0.1584               ,0.144                ,0.18359999999999999  ,0.3528               ,0.3132               ,      0.144                ,   0.2592               ,1.5552000000000001
0.198                ,0.1908               ,0.162                ,0.24839999999999998  ,0.36360000000000003  ,      0.17279999999999998  ,   0.2268               ,1.5623999999999998
0.20879999999999999  ,0.1584               ,0.2124               ,0.3132               ,0.2592               ,      0.162                ,   0.2556               ,1.5696
0.1872               ,0.20159999999999997  ,0.1656               ,0.27                 ,0.3132               ,      0.20159999999999997  ,   0.24120000000000003  ,1.5804
0.1548               ,0.18                 ,0.24120000000000003  ,0.2772               ,0.198                ,      0.1764               ,   0.252                ,1.4796
0.2268               ,0.17279999999999998  ,0.2268               ,0.23399999999999999  ,0.2304               ,      0.18                 ,   0.2196               ,1.4904
0.1332               ,0.18359999999999999  ,0.198                ,0.2232               ,0.2844               ,      0.18                 ,   0.2052               ,1.4076
0.20159999999999997  ,0.2052               ,0.198                ,0.306                ,0.216                ,      0.14759999999999998  ,   0.19440000000000002  ,1.4687999999999999
0.162                ,0.1116               ,0.27                 ,0.2808               ,0.2592               ,      0.126                ,   0.2124               ,1.422
0.1152               ,0.11879999999999999  ,0.17279999999999998  ,0.2664               ,0.2124               ,      0.1548               ,   0.23759999999999998  ,1.278
0.18359999999999999  ,0.20879999999999999  ,0.18359999999999999  ,0.27                 ,0.3168               ,      0.1908               ,   0.2556               ,1.6092
0.1908               ,0.1656               ,0.20159999999999997  ,0.2844               ,0.2808               ,      0.20879999999999999  ,   0.2304               ,1.5623999999999998
0.17279999999999998  ,0.20879999999999999  ,0.2556               ,0.2664               ,0.23399999999999999  ,      0.162                ,   0.23759999999999998  ,1.5372
0.1548               ,0.1548               ,0.1548               ,0.23399999999999999  ,0.23399999999999999  ,      0.20159999999999997  ,   0.20159999999999997  ,1.3356
0.1584               ,0.1548               ,0.20159999999999997  ,0.2556               ,0.39239999999999997  ,      0.216                ,   0.17279999999999998  ,1.5516
0.2304               ,0.1584               ,0.2592               ,0.29519999999999996  ,0.2592               ,      0.216                ,   0.2268               ,1.6452
0.1152               ,0.1224               ,0.24120000000000003  ,0.2268               ,0.2196               ,      0.1656               ,   0.198                ,1.2888
0.24839999999999998  ,0.1764               ,0.23759999999999998  ,0.2988               ,0.2916               ,      0.1872               ,   0.2124               ,1.6523999999999999
0.144                ,0.20159999999999997  ,0.2664               ,0.27                 ,0.2556               ,      0.1872               ,   0.20879999999999999  ,1.5335999999999999
0.1656               ,0.14759999999999998  ,0.2052               ,0.306                ,0.3096               ,      0.2448               ,   0.24839999999999998  ,1.6272
0.1584               ,0.18                 ,0.2052               ,0.3528               ,0.2664               ,      0.24120000000000003  ,   0.2196               ,1.6236000000000002
0.1512               ,0.18                 ,0.2916               ,0.27                 ,0.3312               ,      0.1764               ,   0.198                ,1.5983999999999998
0.19440000000000002  ,0.1692               ,0.23759999999999998  ,0.20159999999999997  ,0.2736               ,      0.198                ,   0.1872               ,1.4616
0.1656               ,0.1224               ,0.252                ,0.27                 ,0.3024               ,      0.2772               ,   0.18                 ,1.5696
0.1692               ,0.1764               ,0.2664               ,0.2592               ,0.34559999999999996  ,      0.2232               ,   0.1908               ,1.6308
0.126                ,0.17279999999999998  ,0.2304               ,0.2736               ,0.2448               ,      0.2052               ,   0.2304               ,1.4831999999999999
0.20879999999999999  ,0.1548               ,0.2628               ,0.2772               ,0.27                 ,      0.1872               ,   0.2052               ,1.566
0.20159999999999997  ,0.1512               ,0.2268               ,0.24839999999999998  ,0.1692               ,      0.18                 ,   0.252                ,1.4292
0.1692               ,0.1872               ,0.2196               ,0.27                 ,0.2916               ,      0.1872               ,   0.20159999999999997  ,1.5264
0.20159999999999997  ,0.1404               ,0.2448               ,0.288                ,0.3348               ,      0.2052               ,   0.20159999999999997  ,1.6164
0.19440000000000002  ,0.1152               ,0.2304               ,0.2268               ,0.3132               ,      0.2232               ,   0.2196               ,1.5228
0.1584               ,0.1548               ,0.2124               ,0.27                 ,0.3096               ,      0.20159999999999997  ,   0.252                ,1.5588
0.144                ,0.0936               ,0.18                 ,0.2736               ,0.3384               ,      0.2124               ,   0.23399999999999999  ,1.476
0.144                ,0.11879999999999999  ,0.1548               ,0.2736               ,0.288                ,      0.1332               ,   0.1764               ,1.2888000000000002
0.18                 ,0.198                ,0.1692               ,0.2844               ,0.3384               ,      0.2052               ,   0.2268               ,1.6019999999999999
0.1152               ,0.20879999999999999  ,0.2448               ,0.252                ,0.3384               ,      0.17279999999999998  ,   0.2268               ,1.5587999999999997
0.2124               ,0.1296               ,0.20159999999999997  ,0.20159999999999997  ,0.2556               ,      0.1764               ,   0.23399999999999999  ,1.4112
0.2232               ,0.1548               ,0.20159999999999997  ,0.2268               ,0.4104               ,      0.2448               ,   0.18359999999999999  ,1.6451999999999998
0.126                ,0.17279999999999998  ,0.1656               ,0.20879999999999999  ,0.3852               ,      0.2052               ,   0.23399999999999999  ,1.4975999999999998
0.20879999999999999  ,0.1584               ,0.2124               ,0.2556               ,0.27                 ,      0.162                ,   0.216                ,1.4831999999999999
0.1692               ,0.162                ,0.18359999999999999  ,0.252                ,0.3168               ,      0.1764               ,   0.252                ,1.512
0.216                ,0.1548               ,0.20879999999999999  ,0.2844               ,0.23759999999999998  ,      0.198                ,   0.2628               ,1.5624
0.2052               ,0.1764               ,0.2556               ,0.2592               ,0.2556               ,      0.1656               ,   0.2592               ,1.5768
0.2052               ,0.17279999999999998  ,0.1296               ,0.3276               ,0.3744               ,      0.1656               ,   0.2916               ,1.6668000000000003
0.18359999999999999  ,0.1404               ,0.252                ,0.24120000000000003  ,0.306                ,      0.2124               ,   0.2556               ,1.5912
0.144                ,0.1548               ,0.23399999999999999  ,0.3024               ,0.2916               ,      0.2052               ,   0.3168               ,1.6488
0.252                ,0.1584               ,0.19440000000000002  ,0.2916               ,0.306                ,      0.27                 ,   0.2988               ,1.7712
0.18359999999999999  ,0.2268               ,0.2628               ,0.3276               ,0.3024               ,      0.2268               ,   0.306                ,1.8359999999999999
0.1764               ,0.18359999999999999  ,0.216                ,0.2304               ,0.34559999999999996  ,      0.1692               ,   0.2808               ,1.6019999999999999
0.19440000000000002  ,0.2124               ,0.23759999999999998  ,0.2844               ,0.324                ,      0.23399999999999999  ,   0.2736               ,1.7604000000000002
0.198                ,0.18                 ,0.1764               ,0.23399999999999999  ,0.306                ,      0.23759999999999998  ,   0.2592               ,1.5912000000000002
0.1296               ,0.17279999999999998  ,0.2448               ,0.37079999999999996  ,0.23399999999999999  ,      0.216                ,   0.2268               ,1.5947999999999998
